crop_filename,original_image,ann_id,x,y,w,h,gender,upper_color,lower_color
ob1_10_RD_P1_frame_000120_3.png,10_RD_P1_frame_000120.png,3,640,275,13,41,Male,Black,White
ob1_10_RD_P1_frame_000120_4.png,10_RD_P1_frame_000120.png,4,607,405,19,67,Male,Black,White
ob1_10_RD_P1_frame_000120_5.png,10_RD_P1_frame_000120.png,5,637,402,20,64,Male,Black,White
ob1_10_RD_P1_frame_000120_6.png,10_RD_P1_frame_000120.png,6,725,75,11,20,Male,Black,White
ob1_10_RD_P1_frame_000120_7.png,10_RD_P1_frame_000120.png,7,753,100,9,22,Male,Black,White
ob1_10_RD_P1_frame_000120_8.png,10_RD_P1_frame_000120.png,8,681,87,7,23,Male,Black,White
ob1_10_RD_P1_frame_000120_9.png,10_RD_P1_frame_000120.png,9,697,73,11,18,Male,Black,White
ob1_10_RD_P1_frame_000120_10.png,10_RD_P1_frame_000120.png,10,659,268,16,50,Male,Black,White
ob1_10_RD_P1_frame_000120_11.png,10_RD_P1_frame_000120.png,11,717,162,23,35,Male,Gray,N/V
ob1_10_RD_P1_frame_000120_12.png,10_RD_P1_frame_000120.png,12,243,449,40,78,Male,Black,White
ob1_10_RD_P1_frame_000120_13.png,10_RD_P1_frame_000120.png,13,780,105,9,23,Male,Black,White
ob1_10_RD_P1_frame_000120_14.png,10_RD_P1_frame_000120.png,14,676,274,12,41,Male,Black,White
ob1_10_RD_P1_frame_000120_15.png,10_RD_P1_frame_000120.png,15,688,90,8,22,Male,Black,White
ob1_10_RD_P1_frame_000200_0.png,10_RD_P1_frame_000200.png,0,724,258,20,43,Male,Black,White
ob1_10_RD_P1_frame_000200_1.png,10_RD_P1_frame_000200.png,1,38,349,32,62,Male,Black,White
ob1_10_RD_P1_frame_000200_2.png,10_RD_P1_frame_000200.png,2,477,403,23,57,Male,Black,White
ob1_10_RD_P1_frame_000200_3.png,10_RD_P1_frame_000200.png,3,492,392,23,57,Male,Black,White
ob1_10_RD_P1_frame_000200_4.png,10_RD_P1_frame_000200.png,4,632,310,16,43,Male,Black,White
ob1_10_RD_P1_frame_000200_5.png,10_RD_P1_frame_000200.png,5,594,462,23,74,Male,Black,White
ob1_10_RD_P1_frame_000200_6.png,10_RD_P1_frame_000200.png,6,625,457,19,61,Male,Black,White
ob1_10_RD_P1_frame_000200_7.png,10_RD_P1_frame_000200.png,7,724,69,9,21,Male,Black,White
ob1_10_RD_P1_frame_000200_8.png,10_RD_P1_frame_000200.png,8,759,109,9,22,Male,Black,White
ob1_10_RD_P1_frame_000200_9.png,10_RD_P1_frame_000200.png,9,681,85,6,23,Male,Black,White
ob1_10_RD_P1_frame_000200_10.png,10_RD_P1_frame_000200.png,10,703,72,11,18,Male,Black,White
ob1_10_RD_P1_frame_000200_11.png,10_RD_P1_frame_000200.png,11,653,299,13,49,Male,Black,White
ob1_10_RD_P1_frame_000200_12.png,10_RD_P1_frame_000200.png,12,710,126,19,31,Male,Gray,N/V
ob1_10_RD_P1_frame_000200_13.png,10_RD_P1_frame_000200.png,13,108,435,40,74,Male,Black,White
ob1_10_RD_P1_frame_000200_14.png,10_RD_P1_frame_000200.png,14,785,109,10,22,Male,Black,White
ob1_10_RD_P1_frame_000200_15.png,10_RD_P1_frame_000200.png,15,669,304,11,41,Male,Black,White
ob1_10_RD_P1_frame_000200_16.png,10_RD_P1_frame_000200.png,16,690,87,7,23,Male,Black,White
ob1_10_RD_P1_frame_000170_0.png,10_RD_P1_frame_000170.png,0,721,269,27,44,Male,Black,White
ob1_10_RD_P1_frame_000170_1.png,10_RD_P1_frame_000170.png,1,2,349,33,62,Male,Black,White
ob1_10_RD_P1_frame_000170_2.png,10_RD_P1_frame_000170.png,2,441,408,23,58,Male,Black,White
ob1_10_RD_P1_frame_000170_3.png,10_RD_P1_frame_000170.png,3,461,387,23,57,Male,Black,White
ob1_10_RD_P1_frame_000170_4.png,10_RD_P1_frame_000170.png,4,633,290,18,55,Male,Black,White
ob1_10_RD_P1_frame_000170_5.png,10_RD_P1_frame_000170.png,5,602,436,18,65,Male,Black,White
ob1_10_RD_P1_frame_000170_6.png,10_RD_P1_frame_000170.png,6,627,439,20,57,Male,Black,White
ob1_10_RD_P1_frame_000170_7.png,10_RD_P1_frame_000170.png,7,720,72,11,20,Male,Black,White
ob1_10_RD_P1_frame_000170_8.png,10_RD_P1_frame_000170.png,8,755,105,9,23,Male,Black,White
ob1_10_RD_P1_frame_000170_9.png,10_RD_P1_frame_000170.png,9,680,86,8,23,Male,Black,White
ob1_10_RD_P1_frame_000170_10.png,10_RD_P1_frame_000170.png,10,700,71,12,19,Male,Black,White
ob1_10_RD_P1_frame_000170_11.png,10_RD_P1_frame_000170.png,11,655,290,16,49,Male,Black,White
ob1_10_RD_P1_frame_000170_12.png,10_RD_P1_frame_000170.png,12,714,136,19,31,Male,Gray,N/V
ob1_10_RD_P1_frame_000170_13.png,10_RD_P1_frame_000170.png,13,156,443,40,72,Male,Black,White
ob1_10_RD_P1_frame_000170_14.png,10_RD_P1_frame_000170.png,14,783,106,9,23,Male,Black,White
ob1_10_RD_P1_frame_000170_15.png,10_RD_P1_frame_000170.png,15,669,291,17,47,Male,Black,White
ob1_10_RD_P1_frame_000170_16.png,10_RD_P1_frame_000170.png,16,690,88,7,23,Male,Black,White
ob1_10_RD_P1_frame_000300_0.png,10_RD_P1_frame_000300.png,0,739,182,23,40,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_1.png,10_RD_P1_frame_000300.png,1,154,360,33,62,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_2.png,10_RD_P1_frame_000300.png,2,583,392,23,57,Male,Green,Black
ob1_10_RD_P1_frame_000300_3.png,10_RD_P1_frame_000300.png,3,591,376,21,57,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_4.png,10_RD_P1_frame_000300.png,4,641,354,20,49,Male,Green,Black
ob1_10_RD_P1_frame_000300_5.png,10_RD_P1_frame_000300.png,5,574,550,27,67,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_6.png,10_RD_P1_frame_000300.png,6,607,540,27,81,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_7.png,10_RD_P1_frame_000300.png,7,731,65,11,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_8.png,10_RD_P1_frame_000300.png,8,762,118,11,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_9.png,10_RD_P1_frame_000300.png,9,684,83,11,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_10.png,10_RD_P1_frame_000300.png,10,707,70,11,18,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_11.png,10_RD_P1_frame_000300.png,11,643,333,19,53,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_12.png,10_RD_P1_frame_000300.png,12,710,93,19,27,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_13.png,10_RD_P1_frame_000300.png,13,787,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_14.png,10_RD_P1_frame_000300.png,14,661,343,17,47,Male,Brown,Brown
ob1_10_RD_P1_frame_000300_15.png,10_RD_P1_frame_000300.png,15,690,83,8,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_0.png,10_RD_P1_frame_000310.png,0,739,177,24,43,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_1.png,10_RD_P1_frame_000310.png,1,170,362,33,62,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_2.png,10_RD_P1_frame_000310.png,2,592,389,24,56,Male,Green,Black
ob1_10_RD_P1_frame_000310_3.png,10_RD_P1_frame_000310.png,3,596,376,21,59,Male,Green,Black
ob1_10_RD_P1_frame_000310_4.png,10_RD_P1_frame_000310.png,4,641,358,20,50,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_5.png,10_RD_P1_frame_000310.png,5,573,564,27,82,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_6.png,10_RD_P1_frame_000310.png,6,607,549,27,89,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_7.png,10_RD_P1_frame_000310.png,7,732,64,10,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_8.png,10_RD_P1_frame_000310.png,8,762,118,11,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_9.png,10_RD_P1_frame_000310.png,9,684,82,4,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_10.png,10_RD_P1_frame_000310.png,10,707,70,11,18,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_11.png,10_RD_P1_frame_000310.png,11,642,336,17,53,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_12.png,10_RD_P1_frame_000310.png,12,710,92,19,24,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_13.png,10_RD_P1_frame_000310.png,13,788,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_14.png,10_RD_P1_frame_000310.png,14,662,352,16,49,Male,Brown,Brown
ob1_10_RD_P1_frame_000310_15.png,10_RD_P1_frame_000310.png,15,690,83,8,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_0.png,10_RD_P1_frame_000260.png,0,733,214,24,39,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_1.png,10_RD_P1_frame_000260.png,1,102,357,33,62,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_2.png,10_RD_P1_frame_000260.png,2,543,395,23,57,Male,Green,Black
ob1_10_RD_P1_frame_000260_3.png,10_RD_P1_frame_000260.png,3,564,390,20,58,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_4.png,10_RD_P1_frame_000260.png,4,631,334,19,49,Male,Green,Black
ob1_10_RD_P1_frame_000260_5.png,10_RD_P1_frame_000260.png,5,577,515,26,67,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_6.png,10_RD_P1_frame_000260.png,6,621,505,27,81,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_7.png,10_RD_P1_frame_000260.png,7,727,68,11,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_8.png,10_RD_P1_frame_000260.png,8,762,113,11,23,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_9.png,10_RD_P1_frame_000260.png,9,684,83,4,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_10.png,10_RD_P1_frame_000260.png,10,704,71,12,19,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_11.png,10_RD_P1_frame_000260.png,11,649,324,12,51,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_12.png,10_RD_P1_frame_000260.png,12,712,103,12,27,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_13.png,10_RD_P1_frame_000260.png,13,7,422,41,73,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_14.png,10_RD_P1_frame_000260.png,14,786,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_15.png,10_RD_P1_frame_000260.png,15,662,329,17,48,Male,Brown,Brown
ob1_10_RD_P1_frame_000260_16.png,10_RD_P1_frame_000260.png,16,690,84,7,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_0.png,10_RD_P1_frame_000280.png,0,737,196,20,39,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_1.png,10_RD_P1_frame_000280.png,1,128,362,32,62,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_2.png,10_RD_P1_frame_000280.png,2,568,390,24,58,Male,Green,Black
ob1_10_RD_P1_frame_000280_3.png,10_RD_P1_frame_000280.png,3,579,375,22,59,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_4.png,10_RD_P1_frame_000280.png,4,637,348,20,48,Male,Green,Black
ob1_10_RD_P1_frame_000280_5.png,10_RD_P1_frame_000280.png,5,577,527,26,68,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_6.png,10_RD_P1_frame_000280.png,6,619,526,28,81,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_7.png,10_RD_P1_frame_000280.png,7,728,66,12,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_8.png,10_RD_P1_frame_000280.png,8,762,115,11,23,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_9.png,10_RD_P1_frame_000280.png,9,683,83,4,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_10.png,10_RD_P1_frame_000280.png,10,705,71,11,19,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_11.png,10_RD_P1_frame_000280.png,11,647,325,13,53,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_12.png,10_RD_P1_frame_000280.png,12,710,100,17,27,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_13.png,10_RD_P1_frame_000280.png,13,0,419,22,73,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_14.png,10_RD_P1_frame_000280.png,14,787,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_15.png,10_RD_P1_frame_000280.png,15,660,333,16,48,Male,Brown,Brown
ob1_10_RD_P1_frame_000280_16.png,10_RD_P1_frame_000280.png,16,690,84,7,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_0.png,10_RD_P1_frame_000270.png,0,736,208,21,33,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_1.png,10_RD_P1_frame_000270.png,1,118,361,33,62,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_2.png,10_RD_P1_frame_000270.png,2,555,394,24,57,Male,Green,Black
ob1_10_RD_P1_frame_000270_3.png,10_RD_P1_frame_000270.png,3,573,375,23,59,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_4.png,10_RD_P1_frame_000270.png,4,632,339,20,48,Male,Green,Black
ob1_10_RD_P1_frame_000270_5.png,10_RD_P1_frame_000270.png,5,577,524,26,67,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_6.png,10_RD_P1_frame_000270.png,6,618,510,28,81,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_7.png,10_RD_P1_frame_000270.png,7,728,67,11,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_8.png,10_RD_P1_frame_000270.png,8,762,114,11,23,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_9.png,10_RD_P1_frame_000270.png,9,684,83,4,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_10.png,10_RD_P1_frame_000270.png,10,705,71,11,19,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_11.png,10_RD_P1_frame_000270.png,11,643,324,19,51,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_12.png,10_RD_P1_frame_000270.png,12,712,102,14,27,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_13.png,10_RD_P1_frame_000270.png,13,0,420,38,73,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_14.png,10_RD_P1_frame_000270.png,14,787,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_15.png,10_RD_P1_frame_000270.png,15,662,329,17,48,Male,Brown,Brown
ob1_10_RD_P1_frame_000270_16.png,10_RD_P1_frame_000270.png,16,690,84,7,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_0.png,10_RD_P1_frame_000360.png,0,767,164,23,33,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_1.png,10_RD_P1_frame_000360.png,1,250,354,32,62,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_2.png,10_RD_P1_frame_000360.png,2,728,60,6,14,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_3.png,10_RD_P1_frame_000360.png,3,607,369,23,57,Male,Green,Black
ob1_10_RD_P1_frame_000360_4.png,10_RD_P1_frame_000360.png,4,624,353,22,58,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_5.png,10_RD_P1_frame_000360.png,5,630,383,20,52,Male,Green,Black
ob1_10_RD_P1_frame_000360_6.png,10_RD_P1_frame_000360.png,6,550,604,39,91,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_7.png,10_RD_P1_frame_000360.png,7,611,583,44,97,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_8.png,10_RD_P1_frame_000360.png,8,737,63,11,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_9.png,10_RD_P1_frame_000360.png,9,764,118,11,26,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_10.png,10_RD_P1_frame_000360.png,10,686,79,7,21,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_11.png,10_RD_P1_frame_000360.png,11,709,67,10,18,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_12.png,10_RD_P1_frame_000360.png,12,647,357,16,63,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_13.png,10_RD_P1_frame_000360.png,13,716,81,14,18,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_14.png,10_RD_P1_frame_000360.png,14,789,108,10,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_15.png,10_RD_P1_frame_000360.png,15,662,374,20,50,Male,Brown,Brown
ob1_10_RD_P1_frame_000360_16.png,10_RD_P1_frame_000360.png,16,694,81,7,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000370_0.png,10_RD_P1_frame_000370.png,0,783,162,23,31,Male,Pink,Black
ob1_10_RD_P1_frame_000370_1.png,10_RD_P1_frame_000370.png,1,257,357,33,62,Male,Pink,Black
ob1_10_RD_P1_frame_000370_2.png,10_RD_P1_frame_000370.png,2,727,60,7,14,Male,Pink,Black
ob1_10_RD_P1_frame_000370_3.png,10_RD_P1_frame_000370.png,3,613,361,23,58,Male,Pink,Black
ob1_10_RD_P1_frame_000370_4.png,10_RD_P1_frame_000370.png,4,632,347,22,59,Male,Pink,Black
ob1_10_RD_P1_frame_000370_5.png,10_RD_P1_frame_000370.png,5,626,389,20,53,Male,Pink,Black
ob1_10_RD_P1_frame_000370_6.png,10_RD_P1_frame_000370.png,6,554,607,34,86,Male,Black,Brown
ob1_10_RD_P1_frame_000370_7.png,10_RD_P1_frame_000370.png,7,616,582,31,98,Male,Pink,Black
ob1_10_RD_P1_frame_000370_8.png,10_RD_P1_frame_000370.png,8,739,63,9,20,Male,Pink,Black
ob1_10_RD_P1_frame_000370_9.png,10_RD_P1_frame_000370.png,9,763,118,12,26,Male,Pink,Black
ob1_10_RD_P1_frame_000370_10.png,10_RD_P1_frame_000370.png,10,687,78,16,21,Male,Pink,Black
ob1_10_RD_P1_frame_000370_11.png,10_RD_P1_frame_000370.png,11,708,66,12,18,Male,Pink,Black
ob1_10_RD_P1_frame_000370_12.png,10_RD_P1_frame_000370.png,12,640,367,24,53,Male,Pink,Black
ob1_10_RD_P1_frame_000370_13.png,10_RD_P1_frame_000370.png,13,717,77,15,18,Male,Pink,Black
ob1_10_RD_P1_frame_000370_14.png,10_RD_P1_frame_000370.png,14,789,108,10,22,Male,Pink,Black
ob1_10_RD_P1_frame_000370_15.png,10_RD_P1_frame_000370.png,15,661,379,23,51,Male,Pink,Black
ob1_10_RD_P1_frame_000370_16.png,10_RD_P1_frame_000370.png,16,694,81,8,22,Male,Pink,Black
ob1_10_RD_P1_frame_000290_0.png,10_RD_P1_frame_000290.png,0,735,188,24,39,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_1.png,10_RD_P1_frame_000290.png,1,141,359,33,63,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_2.png,10_RD_P1_frame_000290.png,2,575,394,24,57,Male,Green,Black
ob1_10_RD_P1_frame_000290_3.png,10_RD_P1_frame_000290.png,3,584,375,21,59,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_4.png,10_RD_P1_frame_000290.png,4,638,349,20,48,Male,Green,Black
ob1_10_RD_P1_frame_000290_5.png,10_RD_P1_frame_000290.png,5,579,540,27,67,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_6.png,10_RD_P1_frame_000290.png,6,614,526,28,81,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_7.png,10_RD_P1_frame_000290.png,7,729,66,11,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_8.png,10_RD_P1_frame_000290.png,8,762,116,11,23,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_9.png,10_RD_P1_frame_000290.png,9,683,83,19,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_10.png,10_RD_P1_frame_000290.png,10,705,71,11,19,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_11.png,10_RD_P1_frame_000290.png,11,642,329,33,52,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_12.png,10_RD_P1_frame_000290.png,12,711,97,19,28,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_13.png,10_RD_P1_frame_000290.png,13,787,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_14.png,10_RD_P1_frame_000290.png,14,661,338,17,48,Male,Brown,Brown
ob1_10_RD_P1_frame_000290_15.png,10_RD_P1_frame_000290.png,15,690,84,8,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_0.png,10_RD_P1_frame_000330.png,0,747,177,19,30,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_1.png,10_RD_P1_frame_000330.png,1,205,362,33,62,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_2.png,10_RD_P1_frame_000330.png,2,726,60,7,14,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_3.png,10_RD_P1_frame_000330.png,3,600,384,24,57,Male,Green,Black
ob1_10_RD_P1_frame_000330_4.png,10_RD_P1_frame_000330.png,4,606,363,21,58,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_5.png,10_RD_P1_frame_000330.png,5,637,374,20,52,Male,Green,Black
ob1_10_RD_P1_frame_000330_6.png,10_RD_P1_frame_000330.png,6,563,586,32,82,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_7.png,10_RD_P1_frame_000330.png,7,608,569,27,89,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_8.png,10_RD_P1_frame_000330.png,8,735,63,11,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_9.png,10_RD_P1_frame_000330.png,9,762,117,11,26,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_10.png,10_RD_P1_frame_000330.png,10,684,83,5,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_11.png,10_RD_P1_frame_000330.png,11,708,70,11,18,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_12.png,10_RD_P1_frame_000330.png,12,649,340,13,57,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_13.png,10_RD_P1_frame_000330.png,13,714,89,13,19,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_14.png,10_RD_P1_frame_000330.png,14,788,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_15.png,10_RD_P1_frame_000330.png,15,663,359,16,51,Male,Brown,Brown
ob1_10_RD_P1_frame_000330_16.png,10_RD_P1_frame_000330.png,16,691,83,7,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_0.png,10_RD_P1_frame_000320.png,0,736,178,30,37,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_1.png,10_RD_P1_frame_000320.png,1,182,365,33,61,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_2.png,10_RD_P1_frame_000320.png,2,726,60,6,14,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_3.png,10_RD_P1_frame_000320.png,3,597,385,23,57,Male,Green,Black
ob1_10_RD_P1_frame_000320_4.png,10_RD_P1_frame_000320.png,4,600,370,23,58,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_5.png,10_RD_P1_frame_000320.png,5,642,367,20,48,Male,Green,Black
ob1_10_RD_P1_frame_000320_6.png,10_RD_P1_frame_000320.png,6,568,578,32,83,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_7.png,10_RD_P1_frame_000320.png,7,607,558,27,98,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_8.png,10_RD_P1_frame_000320.png,8,733,64,11,20,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_9.png,10_RD_P1_frame_000320.png,9,762,118,11,24,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_10.png,10_RD_P1_frame_000320.png,10,684,82,5,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_11.png,10_RD_P1_frame_000320.png,11,708,70,11,18,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_12.png,10_RD_P1_frame_000320.png,12,642,336,19,58,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_13.png,10_RD_P1_frame_000320.png,13,714,89,12,19,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_14.png,10_RD_P1_frame_000320.png,14,788,109,9,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_15.png,10_RD_P1_frame_000320.png,15,661,355,17,50,Male,Brown,Brown
ob1_10_RD_P1_frame_000320_16.png,10_RD_P1_frame_000320.png,16,690,83,8,22,Male,Brown,Brown
ob1_10_RD_P1_frame_000440_0.png,10_RD_P1_frame_000440.png,0,349,357,33,62,N/V,Black,White
ob1_10_RD_P1_frame_000440_1.png,10_RD_P1_frame_000440.png,1,738,59,5,14,N/V,Black,White
ob1_10_RD_P1_frame_000440_2.png,10_RD_P1_frame_000440.png,2,653,335,23,58,N/V,Green,Black
ob1_10_RD_P1_frame_000440_3.png,10_RD_P1_frame_000440.png,3,648,321,21,57,N/V,Black,White
ob1_10_RD_P1_frame_000440_4.png,10_RD_P1_frame_000440.png,4,610,438,20,59,N/V,Black,White
ob1_10_RD_P1_frame_000440_5.png,10_RD_P1_frame_000440.png,5,552,612,33,85,N/V,Black,White
ob1_10_RD_P1_frame_000440_6.png,10_RD_P1_frame_000440.png,6,618,604,28,110,N/V,Black,White
ob1_10_RD_P1_frame_000440_7.png,10_RD_P1_frame_000440.png,7,747,60,5,12,N/V,Black,White
ob1_10_RD_P1_frame_000440_8.png,10_RD_P1_frame_000440.png,8,768,125,12,26,N/V,Black,White
ob1_10_RD_P1_frame_000440_9.png,10_RD_P1_frame_000440.png,9,693,78,5,17,N/V,Black,White
ob1_10_RD_P1_frame_000440_10.png,10_RD_P1_frame_000440.png,10,711,66,7,16,N/V,Black,White
ob1_10_RD_P1_frame_000440_11.png,10_RD_P1_frame_000440.png,11,623,403,23,64,N/V,Black,White
ob1_10_RD_P1_frame_000440_12.png,10_RD_P1_frame_000440.png,12,726,71,8,15,N/V,Black,White
ob1_10_RD_P1_frame_000440_13.png,10_RD_P1_frame_000440.png,13,787,106,9,23,N/V,Black,White
ob1_10_RD_P1_frame_000440_14.png,10_RD_P1_frame_000440.png,14,648,413,23,55,N/V,Black,White
ob1_10_RD_P1_frame_000440_15.png,10_RD_P1_frame_000440.png,15,699,81,4,13,N/V,Black,White
ob1_10_RD_P1_frame_000460_0.png,10_RD_P1_frame_000460.png,0,377,360,33,62,N/V,Black,White
ob1_10_RD_P1_frame_000460_1.png,10_RD_P1_frame_000460.png,1,986,158,17,23,N/V,Black,White
ob1_10_RD_P1_frame_000460_2.png,10_RD_P1_frame_000460.png,2,662,329,24,57,N/V,Green,Black
ob1_10_RD_P1_frame_000460_3.png,10_RD_P1_frame_000460.png,3,648,313,20,59,N/V,Black,White
ob1_10_RD_P1_frame_000460_4.png,10_RD_P1_frame_000460.png,4,606,454,20,59,N/V,Black,White
ob1_10_RD_P1_frame_000460_5.png,10_RD_P1_frame_000460.png,5,551,614,33,85,N/V,Black,White
ob1_10_RD_P1_frame_000460_6.png,10_RD_P1_frame_000460.png,6,610,606,29,110,N/V,Black,White
ob1_10_RD_P1_frame_000460_7.png,10_RD_P1_frame_000460.png,7,740,59,8,16,N/V,Black,White
ob1_10_RD_P1_frame_000460_8.png,10_RD_P1_frame_000460.png,8,770,126,11,26,N/V,Black,White
ob1_10_RD_P1_frame_000460_9.png,10_RD_P1_frame_000460.png,9,695,75,5,20,N/V,Black,White
